"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Pre-race swim","Swim","Nadar 1km tranquilo para sentir a água com 4 acelerações de 30 braçadas","0.333333333333333","1000","2026-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pre Race Bike","Bike","30' a rolar com 4 a 6 acelarações","0.5","","2026-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pre-race Run","Run","","0.25","","2026-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2026-06-07","","0","","","","","0.003230000147596","0","","","","81","85","","","0.554352033018329","0.09","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2026-06-07","","1857.57995605469","","","","","0.611287236213684","0.843999981880188","","25","","129","150","","","0.759700123775096","26.8","20","16","1","0","0","0","0","","","","","","","","","","","","","","",""
"Transition","Other","","","","2026-06-07","","542.609985351563","","","","","0.098390556871891","1.53199994564056","","50","","115","137","","","0.631547321533958","4.1","4","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-06-07","","89329.7890625","","","","","2.93134212493896","8.46500015258789","","","","148","170","","","0.795213230545365","210.9","4","30","76","62","3","1","0","","","","","","","","","","","","","","",""
"Transition","Other","","","","2026-06-07","","280.380004882813","","","","","0.0692602768540382","1.125","","72","","132","144","","","0.690610505674972","3.42","1","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-06-07","","21190.630859375","272","427","2264.52","","2.31223201751709","2.5460000038147","","149","","153","178","","","1.23238513593821","350.42","6","14","16","84","12","6","0","","","","15","1","9","95","16","3","","","","","",""
"DAY OFF","Day Off","","","","2026-06-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","0.666666666666667","","2026-06-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery and Rest Run","Run","Run in heart rate or pace zone 1 on a mostly flat, soft surface such as on a trail or in a park. VERY easy. Best done alone. If feeling very tired shorten this run or don't do it.","0.333333333333333","","2026-06-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-06-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2026-06-12","","578.72998046875","","","","","0.238753616809845","0.672999978065491","","22","","120","131","","","0.605990799429102","5.31","14","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Recovery and Rest Run","Run","Run in heart rate or pace zone 1 on a mostly flat, soft surface such as on a trail or in a park. VERY easy. Best done alone. If feeling very tired shorten this run or don't do it.","0.5","","2026-06-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAY OFF","Day Off","","","","2026-06-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @140","0.5","","2026-06-15","","5419.47021484375","327","455","590.135","","0.500108599662781","3.00999999046326","","160","","161","173","","","1.40446020922262","97.08","1","0","1","8","8","12","0","","","","0","0","0","6","22","1","","","","","",""
"Running","Run","","","","2026-06-15","","3004.85009765625","321","550","326.103","","0.282029718160629","2.96000003814697","","159","","170","176","","","1.369719017966","51.4","0","0","0","0","0","7","8","","","","0","0","0","7","10","0","","","","","",""
"Swim","Swim","Nadar à tua vontade","0.5","1500","2026-06-16","","1500","","","","","0.457221946716309","0.910746812386157","","24","","146","163","","","0.820170603561765","25.23","1","8","5","12","1","0","0","","","","","","","","","","","","","","",""
"Level 2","Bike","Flat course Rolar com acelarações a cada 10' (sprint de 10"")","1.33333333333333","","2026-06-17","20min Zona 1 5x 9'50"" Zona 2 10"" Zona 6 10' Cooldown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30' Run - Zn2 + 4 retas","Run","Corrida em Zn2 com piso soft Pulso @145 No final fazer 4 retas progressivas de 20""","0.5","","2026-06-18","","5767.509765625","336","558","631.841","","0.522924423217773","3.06399989128113","","159","","164","187","","","1.43673218365004","106.36","1","0","0","3","7","18","2","","","","0","0","0","6","22","3","","","","","",""
"Swim - z2 pull","Swim","400 sn + fins 400 sn + pull 4x50 tecnica - pala invertida 5x200 pull z2 - 30"" descanso 4x100 z2 - 20"" descanso 200 easy","0.833333333333333","2600","2026-06-19","Pala invertida: https://www.youtube.com/shorts/TYlnf04z0kw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-06-20","","44416","","","","","1.5344260931015","8.04100036621094","","","","160","184","","","0.959511795276103","158.15","8","4","5","14","16","26","19","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2","","2026-06-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40' Run @Zn2","Run","Corrida em Zn2, piso soft e cadência +88 Pulso @140 5' descontração a andar","0.666666666666667","","2026-06-22","","7007.990234375","320","538","791.891","","0.687805831432343","2.82999992370605","","156","","155","169","","","1.37977374180613","128.83","1","2","6","26","5","2","0","","","","0","0","1","22","13","5","","","","","",""
"Swim Z2","Swim","400 snorkel + fins 400 snorkel + pull 12x100 zona 2 - descanso 20"" 200 easy","0.75","2200","2026-06-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Level 2","Bike","Flat course Rolar com acelarações a cada 10' (sprint de 10"")","1.33333333333333","","2026-06-24","20min Zona 1 5x 9'50"" Zona 2 10"" Zona 6 10' Cooldown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45' com 100metros","Run","15' Aquecimento Depois do aquecimento a cada km os primeiros 100 são em sprint e os restantes 900m em zona 2","0.761111111111111","","2026-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim - z2 pull","Swim","400 sn + fins 400 sn + pull 4x50 tecnica - pala invertida 5x200 pull z2 - 30"" descanso 4x100 z2 - 20"" descanso 200 easy","0.916666666666667","2500","2026-06-26","Pala invertida: https://www.youtube.com/shorts/TYlnf04z0kw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-06-26","","5170.27001953125","328","597","572.188","","0.484137773513794","2.96600008010864","","160","","161","179","","","1.4107350570867","94.89","0","0","1","12","5","8","3","","","","0","0","1","11","13","4","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-06-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-06-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-06-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @140","0.833333333333333","","2026-06-29","","9026.9296875","332","515","999.861","","0.83397251367569","3.00699996948242","","157","","158","175","","","1.44140174390472","171.95","1","2","5","21","8","10","3","","","","1","0","1","14","25","9","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.16666666666667","","2026-06-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim - podes ir com a coach à piscina","Swim","300 snorkel + fins 300 snorkel + pull 4x50 progressivo dentro dos 50 - descanso 20"" 7x100 Z4 - descanso 20"" 200 easy 7x100 Z4 - descanso 20"" 200 easy","1","2600","2026-07-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-07-01","","5009.919921875","323","491","561.919","","0.483079731464386","2.88100004196167","","157","","157","174","","","1.40535586637842","93.8","1","1","4","11","3","8","1","","","","0","0","0","14","8","5","","","","","4","3"
"50 Zn2 com 1' máxima cadência","Run","10' Aquecimento 40' em que o 1º minuto de cada km é a fazer o máximo de steps","0.833333333333333","","2026-07-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-07-02","","0","","","","","0.693899750709534","0","","","","87","120","","","0.552627423686753","23.26","42","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-07-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-07-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3","","2026-07-05","","53627.2109375","","","","","2.0679304599762","7.2039999961853","","","","132","173","","","0.685309691843317","109.55","56","41","11","12","2","2","0","","","","","","","","","","","","","","",""
"50' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @140","0.833333333333333","","2026-07-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Minute Monster (Heart Rate)","Bike","","1.21666666666667","","2026-07-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-07-07","","8583.580078125","323","537","969.312","","0.833397746086121","2.86100006103516","","155","","162","179","","","1.40074866630142","161.24","2","1","0","9","18","16","4","","","","0","0","1","25","17","6","","","","","",""
"Tempo Run 5x3'","Run","20' Aquecimento 5x3' Zona 3 / 2' easy pace 10' Cooldown","0.916666666666667","","2026-07-08","","8009.81005859375","295","390","879.183","","0.826374471187592","2.69199991226196","","157","","146","166","","","1.27439750378688","132.69","1","23","10","14","1","1","0","","","","0","0","13","22","13","1","","","","","3","3"
"Strength","Strength","","","","2026-07-09","","0","","","","","0.802009999752045","0","","","","100","151","","","0.589543019639753","30.71","46","2","1","0","0","0","0","","","","","","","","","","","","","","",""
"Run Fartlek","Run","Corrida em terreno variado com aumento de intensidade nas subidas e Zn2 nas descidas e plano","0.833333333333333","","2026-07-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-07-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-07-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-07-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance Run","Run","Correr entre 50' a 60' com a FC a 140-145","1","","2026-07-13","","10033.3603515625","304","570","1095.396","","1.00106644630432","2.78399991989136","","157","","156","174","","","1.30759938081165","169.4","1","1","12","29","6","10","1","","","","0","0","4","42","11","3","","","","","",""
"Data limite pagamento Coach","Custom","","","","2026-07-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2Max B","Bike","15' Aquecimento 5' Blowout effort @100% 5' recover 6x3' @ 117% Intervalo 3' entre repetições (rolar fácil 90rpm) 15' Cooldown","1.26666666666667","","2026-07-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5x200MAX","Run","20' Aquecimento 4 retas progressivas a terminar BEM forte 5x200 MAX (3' Recuperação) 10' Cooldown","1","","2026-07-15","Estamos a trabalhar a tua velocidade base. Daí muita intensidade nas séries de 200, uma vez que é ao máximo e depois muito descanso mas recuperar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-07-15","","18641.810546875","","","","","0.858650863170624","6.0310001373291","","","","142","175","","","0.7669154655425","55.71","10","16","9","13","2","1","0","","","","","","","","","","","","","","",""
"Swim - séries 150","Swim","400 snorkel + fins 8x50 pull saída aos 60"" 8x25 (ímpares só braço direito, pares só braço esquerdo) - o braço parado vai em baixo ao longo do corpo e respira para o lado do braço em baixo 10x150 @Zn2 com palas - 15"" descanso 200 Cooldown","0.916666666666667","2700","2026-07-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-07-16","","0","","","","","0.767489671707153","0","","","","105","162","","","0.602185038242395","30.62","41","4","1","1","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-07-16","","5920.35986328125","232","644","585.712","","0.700701355934143","2.34699988365173","","130","","152","192","","","1.26639163368816","110.58","8","4","2","8","11","6","3","","","","15","0","1","16","6","3","","","","","5","3"
"Run Fartlek","Run","Corrida em terreno variado com aumento de intensidade nas subidas e Zn2 nas descidas e plano","0.833333333333333","","2026-07-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zona 2 + 30"" Maximo","Bike","20' Aquecimento 6x 9'30 Zona 3 30"" MUITO FORTES 10' easy","1.5","","2026-07-18","","48108.1015625","","","","","1.88417434692383","7.09200000762939","","","","136","178","","","0.732608657237714","113.8","30","42","21","14","3","3","1","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-07-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Masters","Bike","Percurso com sobe e desce. Rolar com aumento da intensidade nas subidas","3","","2026-07-19","","70005.8515625","","","","","2.78462195396423","6.98299980163574","","","","132","171","","","0.680719758741655","146.64","70","62","22","10","3","1","0","","","","","","","","","","","","","","",""
"Endurance run","Run","Correr com a FC a 145","1.16666666666667","","2026-07-20","","11602.240234375","302","430","1269.638","","1.16675698757172","2.76200008392334","","157","","155","175","","","1.56283796256485","284.23","1","5","9","41","9","5","0","","","","0","0","3","55","9","2","","","","","",""
"Bike - VO2 + Tempo","Bike","20' Aquecimento 4x2 VO2 - 3' easy 10' Zona 2 3x4' Z3 - 3' easy 10' easy","1.35","","2026-07-21","","25321.919921875","","","","","1.27227783203125","5.52899980545044","","","","125","166","","","0.663361205447328","62.38","38","27","7","4","0","0","0","","","","","","","","","","","","","","3","1"
"Intervalo Curto 5x200MAX","Run","20' Aquecimento 4 retas progressivas 5x200 MAX (3' Recuperação) 10' Cooldown","0.826388888888889","7786","2026-07-22","Estamos a trabalhar a tua velocidade base. Daí muita intensidade nas séries de 200, uma vez que é ao máximo e depois muito descanso mas recuperar","7405.97998046875","298","502","804.068","","0.747629761695862","2.75200009346008","","156","","154","190","","","1.58142255974006","187.75","1","7","10","14","5","3","5","","","","0","0","10","26","5","4","","","","","3","1"
"Swim - z3 + z2 + z4","Swim","400 snorkel + fins 400 snorkel + pull 8x50 zona 3 - descanso 25"" 8x100 zona 2 - descanso 20"" 8x50 zona 4 - descanso 45"" 200 easy","0.833333333333333","2600","2026-07-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run Fartlek","Run","Corrida em terreno variado com aumento de intensidade nas subidas e Zn2 nas descidas e plano","1","","2026-07-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-07-24","","25220.390625","","","","","1.21879327297211","5.7480001449585","","","","129","167","","","0.698987482873913","66.28","34","15","13","10","1","0","0","","","","","","","","","","","","","","",""
"Zona 2 + 30"" Maximo","Bike","20' Aquecimento 8x 9'30 Zona 3 30"" MUITO FORTES 10' easy","1.83333333333333","","2026-07-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transição - 20' Run - Zn3","Run","Corrida em Zn3","0.333333333333333","","2026-07-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3.5","","2026-07-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-07-26","","6387.1201171875","330","458","741.095","","0.62298583984375","2.84800004959106","","155","","163","177","","","1.72704786050795","185.13","1","1","1","11","6","13","5","","","","0","0","3","12","12","10","","","","","",""
"Endurance run","Run","Correr entre 50' a 60' com a FC a 140-145","1.25","","2026-07-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-07-27","","41129.671875","","","","","1.60652220249176","7.11199998855591","","","","139","166","","","0.740680860885797","98.79","18","37","23","17","1","0","0","","","","","","","","","","","","","","",""
"Bike - VO2 + Tempo","Bike","20' Aquecimento 5x2 VO2 - 3' easy 10' Zona 2 4x4' Z3 - 3' easy 10' easy","1.55","","2026-07-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2026-07-28","","5000","","","","","0.5","2.77777777777778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intervalo Curto 5x200MAX","Run","20' Aquecimento 4 retas progressivas 5x200 MAX (3' Recuperação) 10' Cooldown","0.826388888888889","7786","2026-07-29","Estamos a trabalhar a tua velocidade base. Daí muita intensidade nas séries de 200, uma vez que é ao máximo e depois muito descanso mas recuperar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim - Z5 + Z3","Swim","400 snorkel + fins 400 snorkel + pull 4x50 Z4 com 30"" intervalo 7x200 Z3 com 30"" intervalo 200 easy","0.833333333333333","2600","2026-07-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uphill Stride Work","Run","Warm up about 20 minutes in zones 1-2. Then run 5x20 seconds up a moderate grade (3-5%) hill at RPE 9 (very high effort). Powerful, quick strides. Use arms vigorously. After each uphill, walk down slowly taking a minute or more for recovery. Cool down with heart rate in zone 1 for the remainder of the scheduled workout time. (This is best outdoors but may be done on a treadmill).","0.5","","2026-07-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zona 2 + 30"" Maximo","Bike","20' Aquecimento 10x 9'30 Zona 3 30"" MUITO FORTES 10' easy","2.16666666666667","","2026-08-01","","51761.80859375","","","","","1.91611969470978","7.50400018692017","","","","149","184","","","0.828636952855865","148.12","12","21","32","28","8","9","5","","","","","","","","","","","","","","4","5"
"Transição - Tempo Run repartido","Run","3x(2' fast + 1' recovery + 1' fast + 30"" recovery + 30"" fast + 30"" recovery) 10' Cooldown","0.441666666666667","","2026-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3.5","","2026-08-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-08-03","","6005.91015625","325","490","689.663","","0.588931977748871","2.83299994468689","","156","","161","187","","","1.70007813313321","168.6","0","0","3","17","6","2","7","","","","0","0","1","16","12","6","","","","","",""
"Pista - 10x300","Run","20' Aquecimento 4 retas progressivas 10x300 com 1' recuperação parado 10' Cooldown","1","","2026-08-05","","7652.5400390625","312","634","819.51","","0.729142546653748","2.91499996185303","","137","","163","187","","","1.90556680323663","262.04","1","2","3","11","10","6","11","","","","9","0","0","5","15","14","","","","","5","5"
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-08-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uphill Stride Work","Run","Warm up about 20 minutes in zones 1-2. Then run 5x20 seconds up a moderate grade (3-5%) hill at RPE 9 (very high effort). Powerful, quick strides. Use arms vigorously. After each uphill, walk down slowly taking a minute or more for recovery. Cool down with heart rate in zone 1 for the remainder of the scheduled workout time. (This is best outdoors but may be done on a treadmill).","0.5","","2026-08-07","","4496.10009765625","295","850","496.178","","0.466514736413956","2.67700004577637","","145","","163","189","","","1.67783419890591","129.11","1","2","2","6","2","7","10","","","","5","1","1","10","8","5","","","","","5","3"
"Águas Abertas","Swim","Rolar em zona 2 / 3","0.340833333333333","1500","2026-08-08","","1502.65002441406","","","","","0.527863919734955","0.791000008583069","","23","","125","143","","","0.711665435084366","19.03","22","10","0","0","0","0","0","","","","","","","","","","","","","","",""
"Tempo run progressivo","Run","15' aquecimento 1' fast + 1' easy 2' fast + 2' easy 3' fast + 3' easy 4'fast + 4' easy 5' fast + 5' easy 5' cooldown","0.833333333333333","","2026-08-08","","7413.7998046875","309","462","807.456","","0.725627481937408","2.83800005912781","","156","","164","178","","","1.59477903853008","182.78","1","1","0","3","13","23","2","","","","0","0","1","29","12","1","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-08-09","","75772.859375","","","","","2.93823575973511","7.16300010681152","","","","127","168","","","0.654587129388198","143.27","98","51","12","14","1","0","0","","","","","","","","","","","","","","",""
"Endurance run","Run","Correr com a Fc até 140-145","1.33333333333333","","2026-08-10","","13505.2197265625","316","591","1479.321","","1.29761362075806","2.89100003242493","","156","","154","172","","","1.64128582539307","347.45","1","6","11","51","6","2","0","","","","0","0","2","47","23","6","","","","","",""
"SS curto","Bike","","1.65","","2026-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pista - 10x300","Run","20' Aquecimento 4 retas progressivas 10x300 com 1' recuperação 10' Cooldown","1","","2026-08-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-08-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uphill Stride Work","Run","Warm up about 20 minutes in zones 1-2. Then run 5x20 seconds up a moderate grade (3-5%) hill at RPE 9 (very high effort). Powerful, quick strides. Use arms vigorously. After each uphill, walk down slowly taking a minute or more for recovery. Cool down with heart rate in zone 1 for the remainder of the scheduled workout time. (This is best outdoors but may be done on a treadmill).","0.5","","2026-08-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-08-15","","48845.05859375","","","","","2.07664632797241","6.53399991989136","","","","163","180","","","0.979720211597869","224.85","4","5","3","25","24","36","28","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-08-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempo run progressivo","Run","15' aquecimento 1' fast + 1' easy 2' fast + 2' easy 3' fast + 3' easy 4'fast + 4' easy 5' fast + 5' easy 5' cooldown","0.833333333333333","","2026-08-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Águas Abertas","Swim","30' zona 2 4 entradas na água como em prova. Na última sair e tirar o fato","0.583333333333333","","2026-08-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-08-18","","8543.150390625","309","411","927.145","","0.833423614501953","2.84699988365173","","155","","156","178","","","1.58586961510341","207.11","1","1","6","29","7","7","0","","","","0","0","0","40","9","0","","","","","",""
"SS curto","Bike","","1.65","","2026-08-19","","62819.078125","","","","","2.61670231819153","6.66900014877319","","","","122","158","","","0.616776444015358","112.94","120","35","2","0","0","0","0","","","","","","","","","","","","","","5","1"
"Transição - 20' Run - Zn3","Run","Corrida em Zn3","0.333333333333333","","2026-08-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-08-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-08-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2026-08-20","","1582.68994140625","","","","","0.547323346138","0.802999973297119","","24","","112","130","","","0.722922725923332","20.68","33","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Breathing","Other","","","","2026-08-20","","","","","","","0.092777781188488","","","","","66","77","","","0.53625416280951","2.79","6","0","0","0","0","0","0","","","","","","","","","","","","","","",""
